<Sentence id="1">
1	पुरानी	JJ	<fs af='पुरानी,adj,f,any,,any,,'>
15	गई	VAUX	<fs af='गई,unk,,,,,,'>
16	थी	VAUX	<fs af='था,v,f,sg,any,,था,WA'>
17	या	CC	<fs af='या,avy,,,,,,'>
18	अब्बास	XC	<fs af='अब्बास,n,m,sg,3,d,0,0'>|<fs af='अब्बास,n,m,pl,3,d,0,0'>|<fs af='अब्बास,n,m,sg,3,o,0,0'>
19	भाई	NN	<fs af='भाई,n,m,sg,3,d,0,0'>|<fs af='भाई,n,m,pl,3,d,0,0'>|<fs af='भाई,n,m,sg,3,o,0,0'>|<fs af='भा,v,f,sg,any,,या,yA'>
20	को	PSP	<fs af='को,psp,,,,,,'>
21	जीप	XC	<fs af='जीप,n,f,sg,3,d,0,0'>|<fs af='जीप,n,f,sg,3,o,0,0'>
22	एक्सीडेंट	NN	<fs af='एक्सीडेंट,n,m,sg,3,d,0,0'>|<fs af='एक्सीडेंट,n,m,pl,3,d,0,0'>|<fs af='एक्सीडेंट,n,m,sg,3,o,0,0'>
23	में	PSP	<fs af='में,psp,,,,,,'>
24	काफी	QF	<fs af='काफी,n,f,sg,3,d,0,0'>|<fs af='काफी,n,f,pl,3,d,0,0'>|<fs af='काफी,n,f,sg,3,o,0,0'>|<fs af='काफी,n,f,pl,3,o,0,0'>|<fs af='काफी,adj,any,any,,any,,'>
25	चोट	NN	<fs af='चोट,n,f,sg,3,d,0,0'>|<fs af='चोट,n,f,sg,3,o,0,0'>
26	आई	VM	<fs af='आ,v,f,sg,any,,या,yA'>
27	थी	VAUX	<fs af='था,v,f,sg,any,,था,WA'>
28	तब	PRP	<fs af='तब,adv,,,,,,'>|<fs af='तब,avy,,,,,,'>
29	उन्हें	PRP	<fs af='उन्हें,unk,,,,,,'>
30	ऐसे	PRP	<fs af='ऐसे,adv,,,,,,'>|<fs af='ऐसे,adj,any,any,,any,,'>|<fs af='ऐसा,adj,m,sg,,o,,'>|<fs af='ऐसा,adj,m,pl,,d,,'>|<fs af='ऐसा,adj,m,pl,,o,,'>
31	ही	RP	<fs af='ही,adv,,,,,,'>|<fs af='ही,psp,,,,,,'>
32	ब्लडबैंक	NN	<fs af='ब्लडबैंक,unk,,,,,,'>
33	से	PSP	<fs af='से,v,any,any,any,,0,0'>|<fs af='से,psp,,,,,,'>|<fs af='सा,psp,m,sg,,o,का,kA'>|<fs af='सा,psp,m,pl,,d,का,kA'>|<fs af='सा,psp,m,pl,,o,का,kA'>
34	खून	NN	<fs af='खून,n,m,sg,3,d,0,0'>|<fs af='खून,n,m,pl,3,d,0,0'>|<fs af='खून,n,m,sg,3,o,0,0'>|<fs af='खून,n,m,pl,3,o,0,0'>
35	दिया	VM	<fs af='दिया,n,m,sg,3,d,0,0'>|<fs af='दे,v,m,sg,any,,या,yA'>
36	गया	VAUX	<fs af='गया,unk,,,,,,'>
37	था	VAUX	<fs af='था,v,m,sg,any,,था,WA'>
38	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="117">
1	राम	NNP	<fs af='राम,n,m,sg,3,d,0,0'>|<fs af='राम,n,m,pl,3,d,0,0'>|<fs af='राम,n,m,sg,3,o,0,0'>|<fs af='राम,n,m,pl,3,o,0,0'>
2	,	SYM	<fs af='&comma;,punc,,,,,,'>
3	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
4	तुम	PRP	<fs af='तू,pn,any,pl,2,d,0,0'>|<fs af='तू,pn,any,pl,2,o,0,0'>|<fs af='तू,pn,any,pl,2,o,को,ko'>
5	हमारा	PRP	<fs af='हमारा,unk,,,,,,'>
6	खून	NN	<fs af='खून,n,m,sg,3,d,0,0'>|<fs af='खून,n,m,pl,3,d,0,0'>|<fs af='खून,n,m,sg,3,o,0,0'>|<fs af='खून,n,m,pl,3,o,0,0'>
7	मलेच्छों	NN	<fs af='मलेच्छों,unk,,,,,,'>
8	और	CC	<fs af='और,avy,,,,,,'>
9	छोटी	JJ	<fs af='छोटी,adj,f,any,,any,,'>
10	जात	NN	<fs af='जात,n,m,sg,3,d,0,0'>|<fs af='जात,n,m,pl,3,d,0,0'>|<fs af='जात,n,m,sg,3,o,0,0'>
11	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
12	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0,0'>
13	को	PSP	<fs af='को,psp,,,,,,'>
14	दे	VM	<fs af='दे,v,any,any,any,,0,0'>|<fs af='दे,v,any,sg,2,,एं,e'>|<fs af='दे,v,any,sg,3,,ए,e'>|<fs af='दा,n,m,pl,3,d,0,0'>|<fs af='दा,n,m,sg,3,o,0,0'>
15	दोगे	VAUX	<fs af='दे,v,m,pl,2,,गा,gA'>
16	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="118">
1	बाबा	NN	<fs af='बाबा,n,m,sg,3,d,0,0'>|<fs af='बाबा,n,m,pl,3,d,0,0'>|<fs af='बाबा,n,m,sg,3,o,0,0'>
2	ना	RP	<fs af='ना,avy,,,,,,'>
3	,	SYM	<fs af='&comma;,punc,,,,,,'>
4	हम	PRP	<fs af='हम,unk,,,,,,'>
5	तो	RP	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
6	अपना	PRP	<fs af='अपना,v,any,any,any,,0,0'>|<fs af='अपना,adj,m,sg,,d,,'>
7	पवित्र	JJ	<fs af='पवित्र,adj,any,any,,any,,'>|<fs af='पवित्र,n,m,sg,3,d,0,0'>|<fs af='पवित्र,n,m,pl,3,d,0,0'>|<fs af='पवित्र,n,m,sg,3,o,0,0'>|<fs af='पवित्र,n,m,pl,3,o,0,0'>
8	रक्त	NN	<fs af='रक्त,n,m,sg,3,d,0,0'>|<fs af='रक्त,n,m,pl,3,d,0,0'>|<fs af='रक्त,n,m,sg,3,o,0,0'>|<fs af='रक्त,n,m,pl,3,o,0,0'>
9	तुम्हे	PRP	<fs af='तुम्हे,unk,,,,,,'>
10	ना	NEG	<fs af='ना,avy,,,,,,'>
11	देगें	VM	<fs af='देगें,unk,,,,,,'>
12	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="119">
1	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
2	उस	DEM	<fs af='वह,pn,any,sg,3,o,0,0'>
3	शिविर	NN	<fs af='शिविर,n,m,sg,3,d,0,0'>|<fs af='शिविर,n,m,pl,3,d,0,0'>|<fs af='शिविर,n,m,sg,3,o,0,0'>
4	को	PSP	<fs af='को,psp,,,,,,'>
5	दूर	NST	<fs af='दूर,n,m,sg,3,d,0,0'>|<fs af='दूर,n,m,pl,3,d,0,0'>|<fs af='दूर,n,m,sg,3,o,0,0'>|<fs af='दूर,adv,,,,,,'>|<fs af='दूर,psp,,,,,,'>
6	से	PSP	<fs af='से,v,any,any,any,,0,0'>|<fs af='से,psp,,,,,,'>|<fs af='सा,psp,m,sg,,o,का,kA'>|<fs af='सा,psp,m,pl,,d,का,kA'>|<fs af='सा,psp,m,pl,,o,का,kA'>
7	भी	RP	<fs af='भी,adv,,,,,,'>|<fs af='भी,adv,,,,,,'>|<fs af='भी,avy,,,,,,'>|<fs af='भी,psp,,,,,,'>
8	नहीं	NEG	<fs af='नहीं,adv,,,,,,'>
9	देखेगें	VM	<fs af='देखेगें,unk,,,,,,'>
10	,	SYM	<fs af='&comma;,punc,,,,,,'>
11	नहीं	NEG	<fs af='नहीं,adv,,,,,,'>
12	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
13	हमें	PRP	<fs af='हमें,unk,,,,,,'>
14	गंगा	JJ	<fs af='गंगा,n,f,sg,3,d,0,0'>|<fs af='गंगा,n,f,pl,3,d,0,0'>|<fs af='गंगा,n,f,sg,3,o,0,0'>|<fs af='गंगा,n,f,pl,3,o,0,0'>
15	जी	NN	<fs af='जी,v,any,any,any,,0,0'>|<fs af='जी,adv,,,,,,'>|<fs af='जी,psp,,,,,,'>|<fs af='जी,v,f,sg,any,,या,yA'>
16	में	PSP	<fs af='में,psp,,,,,,'>
17	स्नान	NN	<fs af='स्नान,n,m,sg,3,d,0,0'>|<fs af='स्नान,n,m,pl,3,d,0,0'>|<fs af='स्नान,n,m,sg,3,o,0,0'>
18	करने	VM	<fs af='कर,v,m,pl,any,,ना,nA'>
19	जाना	VAUX	<fs af='जान,v,m,sg,any,,या,yA'>|<fs af='जा,v,m,sg,any,,ना,nA'>
20	पडेगा	VAUX	<fs af='पड,v,m,sg,2,,गा,gA'>|<fs af='पड,v,m,sg,3,,गा,gA'>
21	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="120">
1	भगवान	NN	<fs af='भगवान,n,m,sg,3,d,0,0'>|<fs af='भगवान,n,m,pl,3,d,0,0'>|<fs af='भगवान,n,m,sg,3,o,0,0'>
2	क्या	WQ	<fs af='क्या,avy,,,,,,'>
3	कलजुग	NN	<fs af='कलजुग,n,m,sg,3,d,0,0'>|<fs af='कलजुग,n,m,pl,3,d,0,0'>|<fs af='कलजुग,n,m,sg,3,o,0,0'>
4	आ	VM	<fs af='आ,v,any,any,any,,0,0'>
5	गया	VAUX	<fs af='गया,unk,,,,,,'>
6	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
7	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="121">
1	भाई	NN	<fs af='भाई,n,m,sg,3,d,0,0'>|<fs af='भाई,n,m,pl,3,d,0,0'>|<fs af='भाई,n,m,sg,3,o,0,0'>|<fs af='भा,v,f,sg,any,,या,yA'>
2	डाक्टर	NN	<fs af='डाक्टर,n,m,sg,3,d,0,0'>|<fs af='डाक्टर,n,m,pl,3,d,0,0'>|<fs af='डाक्टर,n,m,sg,3,o,0,0'>
3	हम	PRP	<fs af='हम,unk,,,,,,'>
4	भी	RP	<fs af='भी,adv,,,,,,'>|<fs af='भी,adv,,,,,,'>|<fs af='भी,avy,,,,,,'>|<fs af='भी,psp,,,,,,'>
5	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
6	बहादुर	JJ	<fs af='बहादुर,n,m,sg,3,d,0,0'>|<fs af='बहादुर,n,m,pl,3,d,0,0'>|<fs af='बहादुर,n,m,sg,3,o,0,0'>|<fs af='बहादुर,adj,any,any,,any,,'>
7	पुरखों	NN	<fs af='पुरखा,n,m,pl,3,o,0,0'>
8	का	PSP	<fs af='का,psp,m,sg,,d,का,kA'>
9	खून	NN	<fs af='खून,n,m,sg,3,d,0,0'>|<fs af='खून,n,m,pl,3,d,0,0'>|<fs af='खून,n,m,sg,3,o,0,0'>|<fs af='खून,n,m,pl,3,o,0,0'>
10	,	SYM	<fs af='&comma;,punc,,,,,,'>
11	जो	PRP	<fs af='जो,avy,,,,,,'>|<fs af='जो,pn,any,sg,3,d,0,0'>|<fs af='जो,pn,any,pl,3,d,0,0'>
12	हमारी	PRP	<fs af='हमारी,unk,,,,,,'>
13	रगों	NN	<fs af='रग,n,f,pl,3,o,0,0'>
14	में	PSP	<fs af='में,psp,,,,,,'>
15	दौड	VM	<fs af='दौड,v,any,any,any,,0,0'>|<fs af='दौड,n,f,sg,3,d,0,0'>|<fs af='दौड,n,f,sg,3,o,0,0'>
16	रहा	VAUX	<fs af='रह,v,m,sg,any,,या,yA'>
17	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
18	किसी	PRP	<fs af='किसी,unk,,,,,,'>
19	ऐरे–गैरे	NN	<fs af='ऐरे–गैरे,unk,,,,,,'>
20	को	PSP	<fs af='को,psp,,,,,,'>
21	नहीं	NEG	<fs af='नहीं,adv,,,,,,'>
22	देंगे	VM	<fs af='दे,v,m,pl,1,,गा,gA'>|<fs af='दे,v,m,pl,3,,गा,gA'>
23	और	CC	<fs af='और,avy,,,,,,'>
24	वैसे	PRP	<fs af='वैसे,adv,,,,,,'>|<fs af='वैसा,adj,m,sg,,o,,'>|<fs af='वैसा,adj,m,pl,,d,,'>|<fs af='वैसा,adj,m,pl,,o,,'>
25	भी	RP	<fs af='भी,adv,,,,,,'>|<fs af='भी,adv,,,,,,'>|<fs af='भी,avy,,,,,,'>|<fs af='भी,psp,,,,,,'>
26	सुई	NN	<fs af='सुई,n,f,sg,3,d,0,0'>|<fs af='सुई,n,f,sg,3,o,0,0'>
27	लगवाने	VM	<fs af='लगवा,v,m,pl,any,,ना,nA'>
28	से	PSP	<fs af='से,v,any,any,any,,0,0'>|<fs af='से,psp,,,,,,'>|<fs af='सा,psp,m,sg,,o,का,kA'>|<fs af='सा,psp,m,pl,,d,का,kA'>|<fs af='सा,psp,m,pl,,o,का,kA'>
29	हमें	PRP	<fs af='हमें,unk,,,,,,'>
30	बडा	JJ	<fs af='बडा,adj,m,sg,,d,,'>|<fs af='बडा,n,m,sg,3,d,0,0'>
31	डर	NN	<fs af='डर,v,any,any,any,,0,0'>|<fs af='डर,n,m,sg,3,d,0,0'>|<fs af='डर,n,m,pl,3,d,0,0'>|<fs af='डर,n,m,sg,3,o,0,0'>|<fs af='डर,n,m,pl,3,o,0,0'>
32	लगता	VM	<fs af='लग,v,m,sg,any,,ता,wA'>
33	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
34	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="122">
1	डाक्टर	NN	<fs af='डाक्टर,n,m,sg,3,d,0,0'>|<fs af='डाक्टर,n,m,pl,3,d,0,0'>|<fs af='डाक्टर,n,m,sg,3,o,0,0'>
2	बाबू	RP	<fs af='बाबू,n,m,sg,3,d,0,0'>|<fs af='बाबू,n,m,pl,3,d,0,0'>|<fs af='बाबू,n,m,sg,3,o,0,0'>
3	हमारे	PRP	<fs af='हमारे,unk,,,,,,'>
4	चौधरी	JJ	<fs af='चौधरी,n,m,sg,3,d,0,0'>|<fs af='चौधरी,n,m,pl,3,d,0,0'>|<fs af='चौधरी,n,m,sg,3,o,0,0'>
5	जी	NN	<fs af='जी,v,any,any,any,,0,0'>|<fs af='जी,adv,,,,,,'>|<fs af='जी,psp,,,,,,'>|<fs af='जी,v,f,sg,any,,या,yA'>
6	को	PSP	<fs af='को,psp,,,,,,'>
7	तलवार	NN	<fs af='तलवार,n,f,sg,3,d,0,0'>|<fs af='तलवार,n,f,sg,3,o,0,0'>
8	बरछे	VM	<fs af='बरछा,n,m,pl,3,d,0,0'>|<fs af='बरछा,n,m,sg,3,o,0,0'>
9	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
10	घाव	NN	<fs af='घाव,n,m,sg,3,d,0,0'>|<fs af='घाव,n,m,pl,3,d,0,0'>|<fs af='घाव,n,m,sg,3,o,0,0'>
11	खाने	VM	<fs af='खाना,n,m,pl,3,d,0,0'>|<fs af='खाना,n,m,sg,3,o,0,0'>|<fs af='खा,v,m,pl,any,,ना,nA'>
12	पडें	VAUX	<fs af='पड,v,any,pl,1,,एं,eM'>|<fs af='पड,v,any,pl,3,,इए,ie'>
13	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
14	शायद	RB	<fs af='शायद,adv,,,,,,'>
15	हँसते–हँसते	VM	<fs af='हँसते–हँसते,unk,,,,,,'>
16	खा	VAUX	<fs af='खा,v,any,any,any,,0,0'>
17	लेंगे	VAUX	<fs af='ले,v,m,pl,1,,गा,gA'>|<fs af='ले,v,m,pl,3,,गा,gA'>
18	वैसे	PRP	<fs af='वैसे,adv,,,,,,'>|<fs af='वैसा,adj,m,sg,,o,,'>|<fs af='वैसा,adj,m,pl,,d,,'>|<fs af='वैसा,adj,m,pl,,o,,'>
19	अभी	PRP	<fs af='अभी,adv,,,,,,'>
20	तक	RP	<fs af='तक,avy,,,,,,'>|<fs af='तक,psp,,,,,,'>
21	ऐसा	PRP	<fs af='ऐसा,adv,,,,,,'>|<fs af='ऐसा,adj,m,sg,,d,,'>
22	मौका	NN	<fs af='मौका,n,m,sg,3,d,0,0'>
23	ही	RP	<fs af='ही,adv,,,,,,'>|<fs af='ही,psp,,,,,,'>
24	नहीं	NEG	<fs af='नहीं,adv,,,,,,'>
25	आया	VM	<fs af='आया,n,f,sg,3,d,0,0'>|<fs af='आया,n,f,sg,3,o,0,0'>|<fs af='आ,v,m,sg,any,,या,yA'>
26	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
27	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="123">
1	इंजेक्शन	NN	<fs af='इंजेक्शन,n,m,sg,3,d,0,0'>|<fs af='इंजेक्शन,n,m,pl,3,d,0,0'>|<fs af='इंजेक्शन,n,m,sg,3,o,0,0'>
2	की	PSP	<fs af='का,psp,f,sg,,d,का,kA'>|<fs af='का,psp,f,sg,,o,का,kA'>|<fs af='का,psp,f,pl,,d,का,kA'>|<fs af='का,psp,f,pl,,o,का,kA'>|<fs af='कर,v,f,sg,any,,या,yA'>
3	छोटी	JJ	<fs af='छोटी,adj,f,any,,any,,'>
4	सी	RP	<fs af='सी,v,any,any,any,,0,0'>|<fs af='सी,v,f,sg,any,,या,yA'>|<fs af='सा,psp,f,sg,,d,का,kA'>|<fs af='सा,psp,f,sg,,o,का,kA'>|<fs af='सा,psp,f,pl,,d,का,kA'>|<fs af='सा,psp,f,pl,,o,का,kA'>
5	सुई	NN	<fs af='सुई,n,f,sg,3,d,0,0'>|<fs af='सुई,n,f,sg,3,o,0,0'>
6	से	PSP	<fs af='से,v,any,any,any,,0,0'>|<fs af='से,psp,,,,,,'>|<fs af='सा,psp,m,sg,,o,का,kA'>|<fs af='सा,psp,m,pl,,d,का,kA'>|<fs af='सा,psp,m,pl,,o,का,kA'>
7	बडा	JJ	<fs af='बडा,adj,m,sg,,d,,'>|<fs af='बडा,n,m,sg,3,d,0,0'>
8	डरते	VM	<fs af='डर,v,m,pl,any,,ता,wA'>
9	हैं	VAUX	<fs af='है,v,any,pl,1,,है,hE'>|<fs af='है,v,any,pl,3,,है,hE'>
10	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="124">
1	दीनू	NN	<fs af='दीनू,unk,,,,,,'>
2	हमारा	PRP	<fs af='हमारा,unk,,,,,,'>
3	मज़ाक	NN	<fs af='मजाक,n,m,sg,,d,0,0'>|<fs af='मजाक,n,m,pl,,d,0,0'>|<fs af='मजाक,n,m,sg,,o,0,0'>|<fs af='मजाक,n,m,sg,,d,0,0'>|<fs af='मजाक,n,m,pl,,d,0,0'>|<fs af='मजाक,n,m,sg,,o,0,0'>|<fs af='मजाक,n,m,pl,,o,0,0'>
4	ना	NEG	<fs af='ना,avy,,,,,,'>
5	उडा	VM	<fs af='उडा,v,any,any,any,,0,0'>|<fs af='उड,v,m,sg,any,,या,yA'>
6	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="125">
1	हम	PRP	<fs af='हम,unk,,,,,,'>
2	इस	DEM	<fs af='यह,pn,any,sg,3,o,0,0'>|<fs af='यह,pn,any,sg,3,o,0,0'>
3	गाँव	NN	<fs af='गाँव,n,m,sg,3,d,0,0'>|<fs af='गाँव,n,m,pl,3,d,0,0'>|<fs af='गाँव,n,m,sg,3,o,0,0'>
4	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
5	सरपंच	NN	<fs af='सरपंच,n,m,sg,3,d,0,0'>|<fs af='सरपंच,n,m,pl,3,d,0,0'>|<fs af='सरपंच,n,m,sg,3,o,0,0'>
6	हैं	VM	<fs af='है,v,any,pl,1,,है,hE'>|<fs af='है,v,any,pl,3,,है,hE'>
7	,	SYM	<fs af='&comma;,punc,,,,,,'>
8	हम	PRP	<fs af='हम,unk,,,,,,'>
9	आदेश	NN	<fs af='आदेश,n,m,sg,3,d,0,0'>|<fs af='आदेश,n,m,pl,3,d,0,0'>|<fs af='आदेश,n,m,sg,3,o,0,0'>
10	देते	VM	<fs af='दे,v,m,pl,any,,ता,wA'>
11	हैं	VAUX	<fs af='है,v,any,pl,1,,है,hE'>|<fs af='है,v,any,pl,3,,है,hE'>
12	कि	CC	<fs af='कि,avy,,,,,,'>
13	तुम	PRP	<fs af='तू,pn,any,pl,2,d,0,0'>|<fs af='तू,pn,any,pl,2,o,0,0'>|<fs af='तू,pn,any,pl,2,o,को,ko'>
14	गाँव	NN	<fs af='गाँव,n,m,sg,3,d,0,0'>|<fs af='गाँव,n,m,pl,3,d,0,0'>|<fs af='गाँव,n,m,sg,3,o,0,0'>
15	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
16	सभी	QF	<fs af='सभी,n,m,sg,3,d,0,0'>|<fs af='सभी,n,m,pl,3,d,0,0'>|<fs af='सभी,n,m,sg,3,o,0,0'>|<fs af='सभी,n,m,pl,3,o,0,0'>
17	मरदों	NN	<fs af='मरद,n,m,pl,3,o,0,0'>
18	का	PSP	<fs af='का,psp,m,sg,,d,का,kA'>
19	जितना	QF	<fs af='जितना,adv,,,,,,'>|<fs af='जितना,adj,m,sg,,d,,'>
20	चाहे	CC:?	<fs af='चाहे,adv,,,,,,'>|<fs af='चाह,v,any,sg,2,,एं,e'>|<fs af='चाह,v,any,sg,3,,ए,e'>|<fs af='चाह,v,m,pl,any,,या,yA'>
21	उतना	QF	<fs af='उतना,adv,,,,,,'>
22	खून	NN	<fs af='खून,n,m,sg,3,d,0,0'>|<fs af='खून,n,m,pl,3,d,0,0'>|<fs af='खून,n,m,sg,3,o,0,0'>|<fs af='खून,n,m,pl,3,o,0,0'>
23	निकाल	VM	<fs af='निकाल,v,any,any,any,,0,0'>
24	लो	VAUX	<fs af='ले,v,any,pl,2,,ओ,o'>
25	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="126">
1	,	SYM	<fs af='&comma;,punc,,,,,,'>
2	औरतों	NN	<fs af='औरत,n,f,pl,3,o,0,0'>
3	और	CC	<fs af='और,avy,,,,,,'>
4	बच्चों	NN	<fs af='बच्चा,n,m,pl,3,o,0,0'>
5	को	PSP	<fs af='को,psp,,,,,,'>
6	छोड	VM	<fs af='छोड,v,any,any,any,,0,0'>
7	दो	VAUX	<fs af='दो,n,m,sg,3,d,0,0'>|<fs af='दो,n,m,pl,3,d,0,0'>|<fs af='दो,n,m,sg,3,o,0,0'>|<fs af='दे,v,any,pl,2,,ओ,o'>
8	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="127">
1	तो	RP	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
2	पहले	NST	<fs af='पहले,adv,,,,,,'>|<fs af='पहले,avy,,,,,,'>|<fs af='पहले,psp,,,,,,'>|<fs af='पहला,adj,m,sg,,o,,'>|<fs af='पहला,adj,m,pl,,d,,'>|<fs af='पहला,adj,m,pl,,o,,'>
3	ही	RP	<fs af='ही,adv,,,,,,'>|<fs af='ही,psp,,,,,,'>
4	समझ	VM	<fs af='समझ,n,f,sg,3,d,0,0'>|<fs af='समझ,n,f,pl,3,d,0,0'>|<fs af='समझ,n,f,sg,3,o,0,0'>|<fs af='समझ,n,f,pl,3,o,0,0'>|<fs af='समझ,v,any,any,any,,0,0'>
5	जाना	VAUX	<fs af='जान,v,m,sg,any,,या,yA'>|<fs af='जा,v,m,sg,any,,ना,nA'>
6	चाहिए	VAUX	<fs af='चाह,v,any,sg,2h,,इए,ie'>|<fs af='चाह,v,any,pl,2h,,एं,eM'>
7	था	VAUX	<fs af='था,v,m,sg,any,,था,WA'>
8	डाक्टर	NN	<fs af='डाक्टर,n,m,sg,3,d,0,0'>|<fs af='डाक्टर,n,m,pl,3,d,0,0'>|<fs af='डाक्टर,n,m,sg,3,o,0,0'>
9	बाबू	RP	<fs af='बाबू,n,m,sg,3,d,0,0'>|<fs af='बाबू,n,m,pl,3,d,0,0'>|<fs af='बाबू,n,m,sg,3,o,0,0'>
10	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
11	देश	NN	<fs af='देश,n,m,sg,3,d,0,0'>|<fs af='देश,n,m,pl,3,d,0,0'>|<fs af='देश,n,m,sg,3,o,0,0'>
12	में	PSP	<fs af='में,psp,,,,,,'>
13	नेता	NN	<fs af='नेता,n,m,sg,3,d,0,0'>|<fs af='नेता,n,m,pl,3,d,0,0'>|<fs af='नेता,n,m,sg,3,o,0,0'>
14	खून	NN	<fs af='खून,n,m,sg,3,d,0,0'>|<fs af='खून,n,m,pl,3,d,0,0'>|<fs af='खून,n,m,sg,3,o,0,0'>|<fs af='खून,n,m,pl,3,o,0,0'>
15	बहाना	VM	<fs af='बहाना,n,m,sg,3,d,0,0'>|<fs af='बहा,v,m,sg,any,,ना,nA'>
16	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
17	जानते	VM	<fs af='जान,v,m,pl,any,,ता,wA'>
18	हैं	VAUX	<fs af='है,v,any,pl,1,,है,hE'>|<fs af='है,v,any,pl,3,,है,hE'>
19	पर	PSP	<fs af='पर,avy,,,,,,'>|<fs af='पर,psp,,,,,,'>|<fs af='पर,psp,,,,,,'>
20	अपना	PRP	<fs af='अपना,v,any,any,any,,0,0'>|<fs af='अपना,adj,m,sg,,d,,'>
21	नहीं	NEG	<fs af='नहीं,adv,,,,,,'>
22	जनता	NN	<fs af='जनता,n,f,sg,3,d,0,0'>|<fs af='जनता,n,f,pl,3,d,0,0'>|<fs af='जनता,n,f,sg,3,o,0,0'>|<fs af='जनता,n,f,pl,3,o,0,0'>|<fs af='जन,v,m,sg,any,,ता,wA'>
23	का	PSP	<fs af='का,psp,m,sg,,d,का,kA'>
24	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="128">
1	चाहे	CC:?	<fs af='चाहे,adv,,,,,,'>|<fs af='चाह,v,any,sg,2,,एं,e'>|<fs af='चाह,v,any,sg,3,,ए,e'>|<fs af='चाह,v,m,pl,any,,या,yA'>
2	धरम	NN	<fs af='धरम,n,m,sg,3,d,0,0'>|<fs af='धरम,n,m,pl,3,d,0,0'>|<fs af='धरम,n,m,sg,3,o,0,0'>
3	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
4	नाम	NN	<fs af='नाम,n,m,sg,3,d,0,0'>|<fs af='नाम,n,m,pl,3,d,0,0'>|<fs af='नाम,n,m,sg,3,o,0,0'>
5	पर	PSP	<fs af='पर,avy,,,,,,'>|<fs af='पर,psp,,,,,,'>|<fs af='पर,psp,,,,,,'>
6	हो	VM	<fs af='हो,v,any,any,any,,0,0'>|<fs af='हो,v,any,sg,2,,एं,e'>|<fs af='हो,v,any,sg,3,,ए,e'>|<fs af='है,v,any,pl,2,,है,hE'>
7	या	CC	<fs af='या,avy,,,,,,'>
8	सीमा	NN	<fs af='सीमा,n,f,sg,3,d,0,0'>|<fs af='सीमा,n,f,sg,3,o,0,0'>
